,Car Title,Year,Price,Km,Brand,Model,Version,Tipo,Motor,Potencia,Link,Description
42,Peugeot 207 207 compact,2012,US$ 14.300,27.700 km,Peugeot,207,207 compact,Coupé,1.6,150hp,https://auto.mercadolibre.com.uy/MLU-458166617-peugeot-207-207-compact-_JM,/n
43,Peugeot 207 1.4 Xr,2012,US$ 9.800,83.300 km,Peugeot,207,1.4 Xr,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457163909-vendo-urgente-peugeot-207-compact-_JM,/n
44,Peugeot 207 1.4 Sedan Xr,2010,US$ 10.500,112.178 km,Peugeot,207,1.4 Sedan Xr,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458317431-peugeot-207-14-sedan-xr-_JM,"PERMUTO POR MENOR VALOR Y DIFERENCIA A MI FAVOR POR AUTO MAS PEQUEÑO EN BUENAS CONDICIONES, TAMBIEN PUEDO FINANCIAR UNA PARTE DE LA DIFERENCIA, MI AUTO ESTA TODO AL DIA Y A MI NOMBRE, PATENTE PAGA TODO EL AÑO. FOTOS AL WAS
"
45,Peugeot 207 1.6 Xs,2010,US$ 13.900,120.000 km,Peugeot,207,PEUGEOT 207 COMPACT SEDAN ONE LINE AIRE ACONDICIONADO DIRECCIÓN HIDRÁULICA VIDRIOS ELÉCTRICOS DOBLE ARBAG ABS AÑO 2010 1.4cc RETIRA CON U$D 4.990 Y SE LO LLEVA FINANCIANDO EL RESTO EN PESOS HASTA 60 MESES JUNCAL AUTOMÓVILES,Sedán,1.4 cc,Manual,https://auto.mercadolibre.com.uy/MLU-457470460-peugeot-207-sedan-2010-retira-con-ud-4990-y-financio-unico-_JM,"OPORTUNIDAD!!! AUTOMÁTICO!!Excelente estado, como nuevo, tiene sólo 24900 km.Único dueño.Caja AUTOMÁTICADoble airbag.Frenos con disco en las 4 ruedas.Frenos con ABS.Llantas de 14 pulgadas.Vidrios eléctricos (los cuatro).Alarma con bloqueo.Todos lo services fueron realizados en SERVICE OFICIAL.PEUGEOT. NO SE ACEPTAN PERMUTASSOLO CONTADO
"
46,Peugeot 207 Sedan 2010 Retira Con U$d 4.990 Y Financio Único,2012,US$ 4.990,52.481 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457872908-peugeot-207-14-active-75cv-2012-_JM,"El auto se encuentra en muy buen estado y cuenta con todos los service hechos en mantenimiento oficial (Delisa). Creo que el precio ya es muy bueno pero estoy abierto a ofertas dado que quiero venderlo.Se puede ver en cualquier momento previa coordinacion en zona Palermo.No acepto permutas.
"
47,Peugeot 207,2010,US$ 12.200,24.900 km,Peugeot,207,1.6 Xs,Hatchback,1.6,110hp,https://auto.mercadolibre.com.uy/MLU-456848685-peugeot-207-16-xs-2010-_JM,"JUNCAL AUTOMÓVILES www.juncalautomoviles.com.uyYAGUARON 1867 ESQUINA BARRIOS AMORÍN TELEFONO: 2924 - 0848CELULARES: 099 - 601 - 062 / 098 - 126 - 279 PEUGEOT 207 COMPACT SEDAN ONE LINE AÑO 2010 FULL OPORTUNIDAD ÚNICO CON 120.000 KM CONTAMOS CON 3 VERSIONES Y MODELOS 207 COMPACT HATCHBACK Y 2 SEDAN ONE LINE INMACULADO DIVINO OPORTUNIDADAIRE ACONDICIONADO DIRECCIÓN HIDRÁULICA VIDRIOS ELÉCTRICOS DOBLE AIRBAG ABS BLOQUEO CENTRALIZADO ENTRE OTROS RETIRA CON U$D 4.990 Y EL RESTO SE LO LLEVA FINANCIANDO EN CÓMODAS CUOTAS EN PESOS HASTA 60 MESES AMPLIOS PLANES DE FINANCIACIÓN AÚN ESTANDO EN EL CLEARINGCRÉDITOS SENCILLOS E INMEDIATOS APROBACIÓN EN EL DÍA AÚN ESTANDO EN EL CLEARINGCRÉDITO DE LA CASA EN PESOS HASTA 48 MESES CUOTAS FIJAS PLAN 100 % BANCARIA A UNA FIRMA EN PESOS Y UNIDADES INDEXADAS HASTA 60 MESES CRÉDITO DE LA CASA A 2 FIRMAS CON LOS ÚLTIMOS 3 RECIBOS DE SUELDOS O COMPROBANTES DE INGRESOS CONSTANCIA DE DOMICILIO Y FOTOCOPIA DE LA C.ICONTAMOS CON UN EQUIPO DE EXPERTOS CAPACITADOS DONDE USTED SOLAMENTE TIENE QUE ELEGIR SU VEHÍCULODEL RESTO NOS ENCARGAMOS NOSOTROS GARANTIZANDO UNA ÓPTIMA ASESORÍA Y RESPUESTA ÁGILGESTORÍA EN TODAS LAS COMPAÑÍAS DE SEGUROS Y LAS MEJORES COTIZACIONES DEL MERCADOOFRECEMOS LA MEJOR RELACIÓN COBERTURA - PRECIO ADAPTADAS A CADA CLIENTEÚNICA OPORTUNIDAD FINANCIO - PERMUTO ¨¨ MULTIMARCAS ¨¨USADOS SELECCIONADOS LOS MEJORES DE PLAZA CON EL MEJOR PLAN DE FINANCIACIÓN DEL MERCADO EN PESOS TAMBIÉN CONTAMOS CON UNIDADES 0 KM TODOS LOS MODELOS OPCIONES MUY INTERESANTES CELULAR DE CONTACTOS: 099 601 062 - 098 126 279 EL MEJOR DE TODOS POR LEJOS A ENTERA REVISACIÓN NO SE VA A ARREPENTIR DE VERLO... ANTES DE ALQUILAR HAGA UNA ENTREGA Y RETIRE SU PROPIO VEHÍCULO Y CON LA COMPRA EN ESTE MES RECLAME SU OBSEQUIO!!NO DAMOS INFORMACIÓN DE PRECIO NI CUOTAS DE FINANCIACIÓN POR ESTE MEDIO, SOLAMENTE TELEFÓNICAMENTE O PERSONALMENTE. ( AGRADECEMOS SU AMABLE ATENCIÓN)
"
48,Peugeot 206 1.4 Full C/llantas,2011,US$ 10.990,81.200 km,Peugeot,207,Compact 1.4 Francés,Sí,Hatchback,1.4,https://auto.mercadolibre.com.uy/MLU-456829813-peugeot-207-_JM,"PEUGEOT 207 COMPACT AÑO 2011 CON 70.000KM EXCELENTE ESTADOMOTOR 1.6CC      CONSULTAS AL 094 519 088AIREDIRECCIÓNLLANTASDOBLE AIRBAGTECHO SOLAR CORREDIZOCLIMATIZADORFRENO DE DISCO EN LAS 4 RUEDASRADIO INTEGRADA CON BLUETOOTHImportante:Vehículo pronto para Transferir, todo al día.Contamos con un completo departamento de Trámites para facilitar la gestión de los papeles de su automóvil.Aceptamos Permutas como forma de Pago.Tomamos vehículos usados a los mejores precios de plaza. Envíenos fotos de su vehículo por e-mail o WhatsApp, para recibir cotización aproximada:CONTACTO - 094 519 088 jose raggio Financiaciones a Sola Firma y BancariaRealice una entrega inicial y financie su saldo hasta en 24 cuotas.Nuestra Financiación es ágil, rápida y sencilla.No deje de consultar.Estamos ubicados Av.Italia Y Giannattasio frente al Puente de las Américas. No dejes perder esta oportunidad!!!!!!
"
49,Peugeot 207 1.4 Active 75cv,2011,US$ 11.800,70.000 km,Peugeot,207,207 compact,Hatchback,1.6cc,150hp,https://auto.mercadolibre.com.uy/MLU-457728061-amaya-peugeot-207-compact-con-techo-ano-2011-muy-conservado-_JM,"Año 2011, versión FrancesaUNICO DUEÑO, USO FAMILIARSERVICE SIEMPRE EN FECHAIMPECABLE ESTADO!!!
"
50,Peugeot 207,2012,US$ 10.800,90.000 km,Peugeot,207,Compact 1.4 Francés,Sedán,1.4,Manual,https://auto.mercadolibre.com.uy/MLU-457117383-peugeot-207-_JM,"INMACULADO ESTADO, OPORTUNIDAD, FULL EQUIPE, POSIBLE PERMUTA Y FINANCIACION,     26 DE MARZO 3465   Tel  26281104
"
51,Peugeot 207 207 compact,2008,US$ 7.000,105.000 km,Peugeot,207,1.4 FULL c/LLANTAS,Nafta,4,,https://auto.mercadolibre.com.uy/MLU-457955433-peugeot-206-14-full-cllantas-_JM,/n
52,Peugeot 207 1.4 Active 75cv,2009,US$ 8.490,110.000 km,Peugeot,207,1.6 Sedan Xt Tiptronic,Sedán,1.6,110hp,https://auto.mercadolibre.com.uy/MLU-457469093-peugeot-207-16-sedan-xt-tiptronic-_JM,"Unico Dueño, muy cuidada, uso familiar.Todos los services hechos en servicio Oficial Peugeot.Rinde 11 km/lt en ciudad, 16 km/lt en ruta.
"
53,Peugeot 207 Compac,2012,US$ 11.700,130.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-456452164-peugeot-207-sw-14-francesa-permuta-_JM,"MOTOR 1.6 120 fabricado por BMWCaja SECUENCIAL SDrive (se puede manejar Automática, Manual, Sport)6 airbags Techo CIELOFreno Disco en las cuatro ruedasAviso sonoro de NO Uso del CInturonDirección asistida eléctrica variable según la velocidadEncendido automático de LucesVolante forrado en cueroClimatizador automático bi zonaFaros de ajuste en alturaLimpiaparabrisas con sensor de lluviaLevantavidrios eléctricos4 cubiertas nuevas Continental VENDO PORQUE DEJO DE MANEJAR
"
54,Peugeot 207 1.6 Sedan Xt Tiptronic,2008,US$ 12.800,180.000 km,Peugeot,207,Compac,Sedán,1.6,120hp,https://auto.mercadolibre.com.uy/MLU-457760692-peugeot-207-compac-_JM,"Peugeot 207 compac 4 puertas llantas aliacion cubiertas nuevas único dueño
"
55,Peugeot 207 1.6 Coupe Thp 156cv,2011,US$ 12.900,117.589 km,Peugeot,207,1.6 Coupe Thp 156cv,Coupé,1.6,150hp,https://auto.mercadolibre.com.uy/MLU-458046366-peugeot-207-16-coupe-156cv-2011financio-us-6000-y-cuotas-_JM,"AGUSTIN ROMELLI AUTOMOVILES40 AÑOS DE EXPERIENCIA EN EL MERCADO AUTOMOTRIZTOMAMOS USADOS DE TODAS LAS MARCASTEL. 24000395CANELONES 2185
"
56,Peugeot 207 Compact 2009 Retira Con U$d 4.990 Y Se Lo Lleva,2013,US$ 3.990,75.000 km,Peugeot,207,PEUGEOT 207 COMPACT SEDAN ONE LINE AIRE ACONDICIONADO DIRECCIÓN HIDRÁULICA VIDRIOS ELÉCTRICOS DOBLE ARBAG ABS AÑO 2009 1.4cc RETIRA CON U$D 4.990 Y SE LO LLEVA FINANCIANDO EL RESTO EN PESOS HASTA 60 MESES JUNCAL AUTOMÓVILES,Hatchback,1.4 cc,Manual,https://auto.mercadolibre.com.uy/MLU-457470589-peugeot-207-compact-2009-retira-con-ud-4990-y-se-lo-lleva-_JM,"Freno disco en 4 ruedas ,doble airbag,escape 4a1,deportivo,techo vidrio corredizo,llantas 15"" a entera revisacion,vendo o tomo auto chico con pocos klm Año 2010.SE puede realizar una entrega del 50 % resto se financia.Tiene todos los filtros,todas las correas inclusive la de distribucion recientemente nuevas,las cuatro cubiertas nuevas tren delantero hecho,amortiguadores y parrillas nuevas,una seda al andar con mucha potencia.U$S 6.000 y cuotas.
"
57,Peugeot 207 1.4 Frances. 4 Aibags Y Abs.,2009,US$ 10.500,90.000 km,Peugeot,207,COMPACT,1400,Manual,Blanco,https://auto.mercadolibre.com.uy/MLU-457962030-peugeot-207-14-frances-4-aibags-y-abs-_JM,"PEUGEOT 207 AÑO 2010 FLAMANTE DE TODO 80.000 KM DE FABRICA U$S 5450 Y TE LO LLEVAS EN EL MOMENTO A SOLA FIRMA SIN BANCO NI CLEARING O PERMUTO TEL 096 691 691 PROPIOS 3404 ESQUINA CANSTATT ZONA MERCADO MODELO-------------------------------------------------------------NO FINANCIO 100 %-----------------------------------------------------------
"
58,Peugeot 207 1.4 Xr,2010,US$ 5.450,80.000 km,Peugeot,207,1.4 Xr,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457676791-peugeot-207-14-xr-_JM,"JUNCAL AUTOMÓVILES www.juncalautomoviles.com.uyYAGUARON 1867 ESQUINA BARRIOS AMORÍN TELEFONO: 2924 - 0848CELULARES: 099 - 601 - 062 / 098 - 126 - 279 PEUGEOT 207 COMPACT HATCHBACK ONE LINE AÑO 2009 FULL OPORTUNIDAD ÚNICO CON 90.000 KM CONTAMOS CON 2 VERSIONES Y MODELOS 207 COMPACT HATCHBACK Y SEDAN ONE LINE INMACULADO DIVINO OPORTUNIDADAIRE ACONDICIONADO DIRECCIÓN HIDRÁULICA VIDRIOS ELÉCTRICOS DOBLE AIRBAG ABS BLOQUEO CENTRALIZADO ENTRE OTROS RETIRA CON U$D 4.990 Y EL RESTO SE LO LLEVA FINANCIANDO EN CÓMODAS CUOTAS EN PESOS HASTA 60 MESES AMPLIOS PLANES DE FINANCIACIÓN AÚN ESTANDO EN EL CLEARINGCRÉDITOS SENCILLOS E INMEDIATOS APROBACIÓN EN EL DÍA AÚN ESTANDO EN EL CLEARINGCRÉDITO DE LA CASA EN PESOS HASTA 48 MESES CUOTAS FIJAS PLAN 100 % BANCARIA A UNA FIRMA EN PESOS Y UNIDADES INDEXADAS HASTA 60 MESES CRÉDITO DE LA CASA A 2 FIRMAS CON LOS ÚLTIMOS 3 RECIBOS DE SUELDOS O COMPROBANTES DE INGRESOS CONSTANCIA DE DOMICILIO Y FOTOCOPIA DE LA C.ICONTAMOS CON UN EQUIPO DE EXPERTOS CAPACITADOS DONDE USTED SOLAMENTE TIENE QUE ELEGIR SU VEHÍCULODEL RESTO NOS ENCARGAMOS NOSOTROS GARANTIZANDO UNA ÓPTIMA ASESORÍA Y RESPUESTA ÁGILGESTORÍA EN TODAS LAS COMPAÑÍAS DE SEGUROS Y LAS MEJORES COTIZACIONES DEL MERCADOOFRECEMOS LA MEJOR RELACIÓN COBERTURA - PRECIO ADAPTADAS A CADA CLIENTEÚNICA OPORTUNIDAD FINANCIO - PERMUTO ¨¨ MULTIMARCAS ¨¨USADOS SELECCIONADOS LOS MEJORES DE PLAZA CON EL MEJOR PLAN DE FINANCIACIÓN DEL MERCADO EN PESOS TAMBIÉN CONTAMOS CON UNIDADES 0 KM TODOS LOS MODELOS OPCIONES MUY INTERESANTES CELULAR DE CONTACTOS: 099 601 062 - 098 126 279 EL MEJOR DE TODOS POR LEJOS A ENTERA REVISACIÓN NO SE VA A ARREPENTIR DE VERLO... ANTES DE ALQUILAR HAGA UNA ENTREGA Y RETIRE SU PROPIO VEHÍCULO Y CON LA COMPRA EN ESTE MES RECLAME SU OBSEQUIO!!NO DAMOS INFORMACIÓN DE PRECIO NI CUOTAS DE FINANCIACIÓN POR ESTE MEDIO, SOLAMENTE TELEFÓNICAMENTE O PERSONALMENTE. ( AGRADECEMOS SU AMABLE ATENCIÓN)
"
59,Peugeot 207 1.4 Active 75cv,2012,US$ 8.900,72.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458275672-peugeot-207-14-active-75cv-2012-_JM,/n
60,Peugeot 207 1.4 Active 75cv,2011,US$ 12.500,145.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-456850426-peugeot-207-14-active-75cv-_JM,"Descripción del vendedorPeugeot 207 active francés.Excelente estado, xenón, parrot, aire acondicionado,espejos eléctricos, vidrios eléctricos en las cuatro puertas, computadora de abordo, techo cielo, llantas, bien de cubiertas.Auto muy cuidado.Cualquier consulta estamos a la orden.099425150 - 099107993.NO RESPONDO POR ESTE MEDIO NI MENSAJES. SOLO LLAMADA.
"
61,Peugeot 207 1.4 Sedan Active Hdi 70cv,2011,US$ 11.900,74.000 km,Peugeot,207,1.4 Sedan Active Hdi 70cv,Sedán,1.4,70hp,https://auto.mercadolibre.com.uy/MLU-457129885-peugeot-207-14-compacttipo-hatc-us-7000-y-cuotasnafta-_JM,"Excelente auto,andar silencioso,todos los service cada 10.000 klm,cambio de correa a los 50.000 ,aire,airbag,frenos ABS,audio,llantas originales,cubiertas,asiento trasero rebatible,gran capacidad en el baúl 253 litros ,patente y seguro al día títulos a mi nombre.Con una entrega de U$S 7.000 resto financio
"
62,Peugeot 207 Sw 1.4 Compact One Line,2010,US$ 10.900,130.000 km,Peugeot,207,207 SW COMPACT ONE LINE,Sedán,1400,Manual,https://auto.mercadolibre.com.uy/MLU-455677206-peugeot-207-sw-14-compact-one-line-_JM,"PEUGEOT 207 SW COMPACT ONE LINEMOTOR 1400 CON 130.000 KM DE FABRICA2 AIR BAG, ABS, A/A, D/H, VIDRIOS ELECRTICOS DELANTEROS, CAMARA DE REVERSA.PRECIO: U$S 10900FINANCIAMOS ATRAVES DE BANCO HASTA EL 80% DEL VALOR DEL VEHICULOCEL.094257817TEL.26816366AVENIDA GIANNATTASIO KM 21 ESQUINA AEROSUR - FRENTE AL COSTA URBANA SHOPPING
"
63,Peugeot 207 1.4 One Line,2009,US$ 6.500,151.000 km,Peugeot,207,1.4 compact one line,Nafta,5,,https://auto.mercadolibre.com.uy/MLU-457970282-peugeot-207-14-one-line-_JM,"Vendo Peugeot 207 compact 1.4 nafta.Aire acondicionadoDirección hidráulica Llantas, cubiertas nuevasTodo el sistema de audio (buffer, potencia, parlantes, radio) todo pionner. Luces xenon en cortas y largas.El mes pasado le hice cambio de bujías, inyectores, cambio de filtro de nafta, filtro de aire, correa auxiliar.El auto anda impecable y tiene un excelente andar.Debe 2.200 dólares, por eso el precio publicado.Cualquier consulta a las ordenes.
"
64,Amaya Garage - Peugeot 207 Compact 1.4 5 Puertas Año 2013,2013,US$ 10.900,135.000 km,Peugeot,207,COMPACT 1.4 5 PUERTAS,Hatchback,1.4,Manual,https://auto.mercadolibre.com.uy/MLU-453935264-amaya-garage-peugeot-207-compact-14-5-puertas-ano-2013-_JM,"Peugeot 207 Compact 1.4 muy buen estado !! Año 2013 AMAYA GARAGECuatro Airbag , cristales electricos , aire acondicionado , direccion hidraulica , motor 1.4 inyeccion super economico .Año : 2013Precio : U$S 10.900 Oportunidad !!!Importante:Vehiculo pronto para Transferir, todo al dia.Contamos con un completo departamento de Trámites para facilitar la gestión de los papeles de su automóvil.Aceptamos Permutas como forma de Pago.Tomamos vehículos usados a los mejores precios de plaza. Envienos fotos de su vehiculo por e-mail o WhatsApp, para recibir cotizacion aproximada:Mail: jcolman@amayagarage.comWhatsapp 099 395 743Financiaciónes a Sola Firma y BancariaRealice una entrega inicial y financie su saldo hasta en 60 cuotas.Nuestra Financiación es ágil, rápida y sencilla.No deje de consultar.Estamos en Bartolito Mitre 2782 Esq. SocaTel: 2707 36 07
"
65,"Peugeot 207  1.4 Compact One Line ,",2011,US$ 11.000,37.439 km,Peugeot,207,1.4 COMPACT ONE LINE,Sí,Hatchback,1.4,https://auto.mercadolibre.com.uy/MLU-458264564-peugeot-207-14-compact-one-line--_JM,"UNICO DUEÑO ,IMPECABLE,KM 37439,SIN GOLPES,SERVICIOS OFICIALES.
"
66,Peugeot 207 1.4 Compact,2009,US$ 10.500,105.000 km,Peugeot,207,1.4 Compact,Nafta,4,,https://auto.mercadolibre.com.uy/MLU-457933014-peugeot-207-14-compact-_JM,"PRECIOSO PEUGEOT 207 COMPACT 2011 FULLEL AUTO SE ENCUENTRA EN MUY BUEN ESTADO Y CON TODA LA DOCUMENTACION EN REGLACOORDINE PARA VERLO SIN COMPROMISO AL095 801 014
"
67,Peugeot 207 1.4 Sedan Active 75cv,2011,US$ 9.800,110.000 km,Peugeot,207,1.4 Sedan Active 75cv,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457235398-peugeot-207-14-sedan-compact-_JM,"Coche en EXCELENTE ESTADO. Cristales eléctricos, dirección hidráulica, aire acondicionado. Batería y 4 cubiertas nuevas. Todo al día, patente y service completo recién hecho. Nada para hacerle. Solo vendo.
"
68,Peugeot 207 1.4 Xr,2010,US$ 11.500,130.000 km,Peugeot,207,1.4 Xr,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457181167-peugeot-207-14-xr-2010-_JM,"Títulos a mi nombre pronto para transferir
"
69,Peugeot 207 Sedan 1.4,2010,US$ 10.000,110.000 km,Peugeot,207,Sedan 1.4,Nafta,4,,https://auto.mercadolibre.com.uy/MLU-457479665-peugeot-207-sedan-14-_JM,"Por el suzuki 7000 dólares, con aire.
"
70,Peugeot 207 ACTIVE 1.4 UNICO DUEÑO,2011,US$ 10.900,57.000 km,Peugeot,207,ACTIVE 1.4 UNICO DUEÑO,Sí,Hatchback,1400,https://auto.mercadolibre.com.uy/MLU-457381335-peugeot-207-active-14-unico-dueno-servicio-oficial-_JM,"JORDA AUTOMOVILES- 24874550- 099.630985DIRECCION: LUIS A. DE HERRERA 2963 ESQ. CADIZLUNES A VIERNES DE 9 A 18:30TOMAMOS SU VEHICULO USADO (NO DIESEL, NO MOTO) COMO PARTE DE PAGO.GESTIONAMOS FINANCIACION BANCARIA O TAMBIEN PARTICULARENTREGANDO EL 60% Y SALDO HASTA EN 24 CUOTAS.WWW.JORDA.COM.UY
"
71,Peugeot 207 Compact 1.4 2010 U$s 10.490 C/70160,2010,US$ 10.900,81.952 km,Peugeot,207,Compact,Hatchback,1.4,Manual,https://auto.mercadolibre.com.uy/MLU-457809590-peugeot-207-compact-14-2010-us-10490-c70160-_JM,"Dueño Vende Peugeot 207 Modelo Compact One Line 1.4 AÑO 2009, Excelente Estado!! Con Aire Acondicionado y Direccion Hidraulica,Vidrios Electricos adelante,con Bloque Central automatico de todas las puertas, Barras en el techo Originales de Peugeot. Laminas de seguridad y Alarma con bloqueo original de Peugeot.Encendido y apagado automatico de luces obligatorias.Comando de la radio en el volante.Todos los service completos hecho cada 10.000 kms con su ficha correspondiente.Tiene 4 cubiertas nuevas y Bateria nueva. Totalmente al dia. (Un solo titulo). Patente anual 2018 contado $ 10.003.
"
72,Peugeot 207 SW Active 1.4,2009,US$ 9.000,122.000 km,Peugeot,207,Compact One Line 1.4,Manual,Verde,Nafta,https://auto.mercadolibre.com.uy/MLU-457604616-peugeot-207-_JM,"Peugeot 207 Compact 1400cc año 2011. 63 mil km reales, todos los service oficiales certificados. Aire acondicionado, bloqueo central de puertas, levantavidrios electricos delanteros, dirección asistida, llantas deportivas, alarma, radio con control en dirección, patente al día.
"
73,Peugeot 207 Compact,2012,US$ 10.490,120.000 km,Peugeot,207,compact,1.4,Manual,Blanco,https://auto.mercadolibre.com.uy/MLU-457963607-peugeot-207-compact-2012-_JM,"Peugeot 207 compact 2012 EXCELENTE ESTADO! 1400 cc. con 120.000 km en color Blanco. USD 10.900.Nafta / Dirección Hidráulica / Transmisión Manual / 4 puertas.Airbag conductor / Airbag pasajero / Alarma / Faros antinieblas delanteros / Frenos ABS / Tercer stop / Aire acondicionado / Bloqueo central / Asiento trasero rebatible / Cristales eléctricos / Cristales polarizados / AM/FM / Bluetooth / CD.Usados GarantidosGarantía de Mano de Obra: 6 meses ó 10.000 km. Respalda FIDOCAR. Agende su auto en nuestro taller Oficial CTH (Centro Técnico Hyundai, Cuareim 2012 Tel: 2924 0926) y, comprando el repuesto, le realizamos las reparaciones sin cargos de mano de obra.Llave en manoFIDOCAR certifica que los vehículos usados que comercializa se encuentran con la documentación al día (seguro, título, certificados, prendas, etc). Ofrecemos un servicio de Gestoría que se ocupará del proceso completo de los papeles del vehículo para la entrega ágil del mismo.Toma de permutasTomamos vehículos usados siempre que tengan en orden la documentación. Tase su actual vehículo en cualquiera de nuestros locales y será tomado al mejor valor posible, teniendo como referencia su valor de mercado actualizado.FINANCIACIÓN DE LA CASA: 60% FINANCIADO. *Para todos los vehículos financiamos hasta el 60% a sola firma, hasta en 36 CUOTAS.* Todos los planes de financiamiento están sujetos a aprobación crediticia.Tel: 094 366654 / 2613 0914 Av. Italia 5046 esq. A. Gallinal Lun. a Vie. 9:00 a 18:00 hs. www.usadosfidocar.com.uy Fidocar División UsadosPublicado por MultiAviso
"
74,Peugeot 207 compact,2011,US$ 11.600,71.000 km,Peugeot,207,Compact,Coupé,1.6,150hp,https://auto.mercadolibre.com.uy/MLU-457459143-peugeot-207-compact-ano-2011-_JM,"CARMAX AUTOMÓVILES   2200 3030  www.carmax.com.uy  infox@carmax.com.uy
"
75,Peugeot 207,2011,US$ 6.000,86.000 km,Peugeot,207,1.4 compac frances,Nafta,5,,https://auto.mercadolibre.com.uy/MLU-457200071-peugeot-207-14-compac-frances-_JM,"Peugeot 207 SW Active 1.4 2012 IMPECABLE! 1400 cc. con 82.000 km único dueño en color Gris Oscuro. U$S 13.990.Nafta / Dirección Asistida / Transmisión Manual / 5 puertas.Airbag conductor / Airbag pasajero / Airbag laterales / Apoya cabeza asientos traseros / Faros antinieblas delanteros / Faros antinieblas traseros / Frenos ABS / Inmovilizador de motor / Llave codificada / Tercer stop / Aire acondicionado / Bloqueo central / Asiento trasero rebatible / Cierre centralizado de puertas / Computadora de abordo / Cristales eléctricos / Espejos eléctricos / Faros regulables desde el interior / Limpia / lava luneta / Llantas de aleación / Techo corredizo / AM/FM / Bluetooth / CD / Entrada auxiliar / MP3.El valor estimado de la patente es de $ 15.000.FinanciaciónContamos con financiación para usados y 0km de acuerdo a sus necesidades y hasta el 100% del valor del vehículo.PermutasAceptamos permutas como parte de pago, tomando su vehículo al mejor precio del mercado.TrámitesContamos con gestoría de trámites, escribanía, gestor de empadronamiento y asesoramiento de seguros.Shoppingcar - 26 de marzo Tel: 2628 1104 / 092200733 26 de Marzo 3465 (frente a Zonalaptop) Lun. a Vie. de 9 a 19 y Sáb de 9 a 13 hs www.shoppingcar.com.uyPublicado por MultiAviso
"
